Name,Age,Overall,Wage,Preferred Foot,International Reputation,Weak Foot,Skill Moves,LS,ST,RS,LW,LF,CF,RF,RW,LAM,CAM,RAM,LM,LCM,CM,RCM,RM,LWB,LDM,CDM,RDM,RWB,LB,LCB,CB,RCB,RB,Crossing,Finishing,HeadingAccuracy,ShortPassing,Volleys,Dribbling,Curve,FKAccuracy,LongPassing,BallControl,Acceleration,SprintSpeed,Agility,Reactions,Balance,ShotPower,Jumping,Stamina,Strength,LongShots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Marking,StandingTackle,SlidingTackle
A. Sedlar,26,67,3000,Right,1.0,3.0,2.0,42.0,42.0,42.0,41.0,40.0,40.0,40.0,41.0,43.0,43.0,43.0,44.0,50.0,50.0,50.0,44.0,58.0,63.0,63.0,63.0,58.0,61.0,67.0,67.0,67.0,61.0,33.0,25.0,63.0,61.0,25.0,31.0,24.0,22.0,56.0,40.0,64.0,35.0,70.0,58.0,67.0,38.0,83.0,75.0,70.0,26.0,72.0,66.0,25.0,30.0,51.0,58.0,68.0,69.0,68.0
A. Woodyard,25,67,4000,Right,1.0,3.0,2.0,54.0,54.0,54.0,60.0,57.0,57.0,57.0,60.0,61.0,61.0,61.0,63.0,65.0,65.0,65.0,63.0,68.0,68.0,68.0,68.0,68.0,67.0,64.0,64.0,64.0,67.0,58.0,37.0,48.0,71.0,45.0,58.0,54.0,42.0,66.0,61.0,71.0,65.0,86.0,68.0,78.0,50.0,66.0,88.0,65.0,45.0,65.0,67.0,41.0,58.0,51.0,72.0,52.0,66.0,64.0
I. Koné,27,67,5000,Right,1.0,4.0,2.0,51.0,51.0,51.0,51.0,52.0,52.0,52.0,51.0,54.0,54.0,54.0,55.0,59.0,59.0,59.0,55.0,63.0,67.0,67.0,67.0,63.0,64.0,69.0,69.0,69.0,64.0,30.0,23.0,67.0,66.0,20.0,48.0,32.0,21.0,66.0,61.0,68.0,69.0,54.0,63.0,58.0,45.0,71.0,71.0,78.0,29.0,71.0,65.0,38.0,48.0,29.0,59.0,67.0,68.0,65.0
J. Hernández,32,67,1000,Right,1.0,3.0,3.0,63.0,63.0,63.0,64.0,64.0,64.0,64.0,64.0,65.0,65.0,65.0,65.0,66.0,66.0,66.0,65.0,67.0,67.0,67.0,67.0,67.0,66.0,67.0,67.0,67.0,66.0,57.0,53.0,62.0,65.0,49.0,63.0,56.0,58.0,61.0,65.0,65.0,68.0,72.0,67.0,70.0,65.0,84.0,82.0,68.0,63.0,73.0,65.0,58.0,64.0,59.0,65.0,66.0,65.0,58.0
J. Espinoza,26,67,4000,Right,1.0,4.0,3.0,59.0,59.0,59.0,64.0,61.0,61.0,61.0,64.0,62.0,62.0,62.0,65.0,63.0,63.0,63.0,65.0,68.0,65.0,65.0,65.0,68.0,68.0,66.0,66.0,66.0,68.0,69.0,48.0,57.0,67.0,45.0,66.0,49.0,39.0,64.0,63.0,74.0,74.0,75.0,66.0,76.0,57.0,77.0,68.0,64.0,56.0,65.0,59.0,45.0,49.0,49.0,59.0,61.0,69.0,68.0
L. Dvali,23,67,2000,Right,1.0,3.0,2.0,44.0,44.0,44.0,41.0,41.0,41.0,41.0,41.0,42.0,42.0,42.0,43.0,48.0,48.0,48.0,43.0,58.0,61.0,61.0,61.0,58.0,61.0,67.0,67.0,67.0,61.0,28.0,23.0,60.0,46.0,28.0,31.0,34.0,37.0,44.0,41.0,58.0,65.0,75.0,55.0,36.0,51.0,64.0,80.0,82.0,36.0,70.0,71.0,24.0,39.0,32.0,47.0,64.0,71.0,65.0
T. Ugajin,30,67,5000,Right,1.0,4.0,2.0,64.0,64.0,64.0,67.0,66.0,66.0,66.0,67.0,67.0,67.0,67.0,68.0,66.0,66.0,66.0,68.0,63.0,62.0,62.0,62.0,63.0,62.0,58.0,58.0,58.0,62.0,67.0,55.0,53.0,68.0,47.0,65.0,64.0,59.0,66.0,68.0,81.0,64.0,71.0,61.0,73.0,70.0,70.0,77.0,63.0,66.0,58.0,45.0,65.0,61.0,65.0,48.0,60.0,53.0,51.0
Abraham,32,67,3000,Left,1.0,2.0,3.0,61.0,61.0,61.0,65.0,64.0,64.0,64.0,65.0,65.0,65.0,65.0,66.0,65.0,65.0,65.0,66.0,68.0,67.0,67.0,67.0,68.0,68.0,67.0,67.0,67.0,68.0,66.0,41.0,53.0,63.0,36.0,65.0,76.0,56.0,57.0,66.0,71.0,73.0,73.0,64.0,72.0,69.0,70.0,76.0,75.0,58.0,80.0,69.0,63.0,66.0,57.0,66.0,60.0,65.0,66.0
G. Edwards,25,67,4000,Right,1.0,3.0,3.0,63.0,63.0,63.0,68.0,66.0,66.0,66.0,68.0,66.0,66.0,66.0,68.0,62.0,62.0,62.0,68.0,58.0,54.0,54.0,54.0,58.0,56.0,48.0,48.0,48.0,56.0,65.0,60.0,52.0,61.0,54.0,74.0,61.0,57.0,63.0,63.0,84.0,81.0,82.0,57.0,72.0,62.0,52.0,69.0,38.0,63.0,57.0,46.0,59.0,57.0,58.0,55.0,38.0,41.0,32.0
J. Zuluaga,25,67,1000,Right,1.0,3.0,2.0,50.0,50.0,50.0,56.0,54.0,54.0,54.0,56.0,56.0,56.0,56.0,60.0,60.0,60.0,60.0,60.0,68.0,65.0,65.0,65.0,68.0,68.0,63.0,63.0,63.0,68.0,64.0,23.0,54.0,65.0,26.0,49.0,30.0,30.0,68.0,56.0,75.0,81.0,71.0,64.0,80.0,52.0,78.0,80.0,47.0,30.0,61.0,68.0,46.0,53.0,38.0,58.0,59.0,63.0,66.0
A. Lundqvist,24,67,2000,Left,1.0,2.0,2.0,57.0,57.0,57.0,62.0,61.0,61.0,61.0,62.0,62.0,62.0,62.0,63.0,64.0,64.0,64.0,63.0,67.0,66.0,66.0,66.0,67.0,67.0,63.0,63.0,63.0,67.0,65.0,42.0,46.0,64.0,64.0,55.0,75.0,63.0,60.0,65.0,73.0,69.0,75.0,68.0,74.0,68.0,70.0,75.0,43.0,57.0,69.0,65.0,48.0,65.0,53.0,67.0,64.0,66.0,62.0
C. Wyke,25,67,5000,Right,1.0,3.0,2.0,67.0,67.0,67.0,61.0,63.0,63.0,63.0,61.0,60.0,60.0,60.0,59.0,53.0,53.0,53.0,59.0,46.0,45.0,45.0,45.0,46.0,44.0,46.0,46.0,46.0,44.0,39.0,67.0,70.0,54.0,56.0,62.0,50.0,49.0,30.0,66.0,58.0,64.0,76.0,61.0,78.0,69.0,85.0,69.0,79.0,52.0,69.0,31.0,69.0,46.0,58.0,50.0,25.0,20.0,17.0
B. Godeau,26,67,4000,Left,1.0,3.0,2.0,50.0,50.0,50.0,50.0,49.0,49.0,49.0,50.0,51.0,51.0,51.0,54.0,58.0,58.0,58.0,54.0,65.0,67.0,67.0,67.0,65.0,65.0,68.0,68.0,68.0,65.0,62.0,29.0,70.0,63.0,27.0,43.0,32.0,38.0,65.0,60.0,47.0,49.0,56.0,65.0,57.0,56.0,49.0,74.0,70.0,32.0,67.0,68.0,28.0,46.0,35.0,59.0,66.0,68.0,65.0
P. Mullins,26,67,3000,Left,1.0,3.0,2.0,67.0,67.0,67.0,61.0,65.0,65.0,65.0,61.0,60.0,60.0,60.0,59.0,53.0,53.0,53.0,59.0,45.0,44.0,44.0,44.0,45.0,43.0,44.0,44.0,44.0,43.0,34.0,65.0,67.0,48.0,42.0,61.0,57.0,59.0,27.0,67.0,61.0,64.0,51.0,67.0,55.0,75.0,74.0,67.0,72.0,62.0,65.0,24.0,72.0,50.0,62.0,65.0,39.0,15.0,12.0
T. Sekine,23,67,8000,Right,1.0,3.0,2.0,60.0,60.0,60.0,67.0,65.0,65.0,65.0,67.0,66.0,66.0,66.0,68.0,62.0,62.0,62.0,68.0,54.0,50.0,50.0,50.0,54.0,51.0,41.0,41.0,41.0,51.0,67.0,62.0,38.0,63.0,44.0,65.0,35.0,39.0,68.0,62.0,78.0,77.0,90.0,64.0,87.0,49.0,71.0,70.0,34.0,39.0,54.0,29.0,70.0,61.0,45.0,56.0,30.0,31.0,26.0
Zé Turbo,21,67,5000,Left,1.0,3.0,3.0,68.0,68.0,68.0,63.0,66.0,66.0,66.0,63.0,62.0,62.0,62.0,61.0,54.0,54.0,54.0,61.0,49.0,46.0,46.0,46.0,49.0,48.0,46.0,46.0,46.0,48.0,33.0,65.0,67.0,53.0,47.0,63.0,55.0,35.0,37.0,64.0,85.0,87.0,60.0,63.0,43.0,75.0,62.0,66.0,71.0,61.0,47.0,23.0,60.0,51.0,66.0,59.0,45.0,21.0,22.0
I. Franjić,30,67,2000,Right,1.0,2.0,3.0,65.0,65.0,65.0,67.0,66.0,66.0,66.0,67.0,66.0,66.0,66.0,68.0,65.0,65.0,65.0,68.0,68.0,66.0,66.0,66.0,68.0,67.0,66.0,66.0,66.0,67.0,71.0,57.0,57.0,65.0,57.0,66.0,61.0,32.0,60.0,67.0,72.0,70.0,63.0,65.0,65.0,65.0,72.0,70.0,71.0,64.0,67.0,62.0,67.0,59.0,59.0,62.0,64.0,64.0,63.0
M. Boxall,29,67,3000,Right,1.0,2.0,2.0,58.0,58.0,58.0,57.0,57.0,57.0,57.0,57.0,57.0,57.0,57.0,59.0,59.0,59.0,59.0,59.0,63.0,64.0,64.0,64.0,63.0,64.0,68.0,68.0,68.0,64.0,58.0,35.0,65.0,63.0,54.0,56.0,56.0,43.0,57.0,60.0,55.0,69.0,48.0,64.0,52.0,61.0,77.0,63.0,87.0,33.0,69.0,58.0,59.0,52.0,42.0,61.0,66.0,64.0,62.0
J. Schoop,29,67,4000,Left,1.0,2.0,3.0,65.0,65.0,65.0,67.0,66.0,66.0,66.0,67.0,67.0,67.0,67.0,68.0,67.0,67.0,67.0,68.0,67.0,66.0,66.0,66.0,67.0,66.0,64.0,64.0,64.0,66.0,64.0,56.0,57.0,68.0,50.0,63.0,53.0,45.0,64.0,68.0,71.0,71.0,73.0,77.0,78.0,67.0,80.0,75.0,70.0,59.0,49.0,56.0,59.0,64.0,46.0,55.0,63.0,63.0,57.0
C. Traoré,26,67,8000,Left,1.0,2.0,2.0,51.0,51.0,51.0,58.0,54.0,54.0,54.0,58.0,55.0,55.0,55.0,60.0,57.0,57.0,57.0,60.0,67.0,64.0,64.0,64.0,67.0,67.0,68.0,68.0,68.0,67.0,62.0,30.0,59.0,49.0,29.0,68.0,38.0,40.0,56.0,57.0,74.0,74.0,73.0,62.0,65.0,27.0,83.0,79.0,72.0,32.0,73.0,66.0,47.0,48.0,45.0,54.0,71.0,67.0,66.0
J. Williams,30,67,3000,Right,1.0,4.0,2.0,56.0,56.0,56.0,55.0,55.0,55.0,55.0,55.0,57.0,57.0,57.0,59.0,62.0,62.0,62.0,59.0,64.0,67.0,67.0,67.0,64.0,65.0,67.0,67.0,67.0,65.0,51.0,39.0,66.0,75.0,49.0,55.0,56.0,40.0,72.0,56.0,63.0,64.0,50.0,62.0,62.0,64.0,71.0,73.0,73.0,44.0,71.0,62.0,34.0,49.0,38.0,55.0,64.0,64.0,63.0
A. Jackson,24,67,4000,Right,1.0,3.0,2.0,47.0,47.0,47.0,46.0,46.0,46.0,46.0,46.0,47.0,47.0,47.0,48.0,51.0,51.0,51.0,48.0,60.0,62.0,62.0,62.0,60.0,61.0,67.0,67.0,67.0,61.0,27.0,30.0,58.0,62.0,23.0,45.0,22.0,25.0,37.0,60.0,50.0,53.0,63.0,65.0,63.0,40.0,81.0,58.0,76.0,17.0,55.0,75.0,26.0,30.0,29.0,50.0,66.0,64.0,66.0
L. Povea,24,67,2000,Right,1.0,3.0,3.0,65.0,65.0,65.0,67.0,67.0,67.0,67.0,67.0,67.0,67.0,67.0,67.0,67.0,67.0,67.0,67.0,67.0,68.0,68.0,68.0,67.0,66.0,66.0,66.0,66.0,66.0,53.0,59.0,54.0,71.0,49.0,65.0,48.0,59.0,69.0,68.0,77.0,75.0,63.0,63.0,79.0,65.0,56.0,64.0,63.0,67.0,70.0,68.0,64.0,57.0,56.0,63.0,65.0,65.0,60.0
S. Ngom,25,67,9000,Right,1.0,4.0,3.0,67.0,67.0,67.0,66.0,67.0,67.0,67.0,66.0,66.0,66.0,66.0,64.0,58.0,58.0,58.0,64.0,48.0,46.0,46.0,46.0,48.0,46.0,42.0,42.0,42.0,46.0,47.0,71.0,58.0,58.0,56.0,69.0,48.0,43.0,52.0,67.0,78.0,69.0,77.0,56.0,75.0,68.0,64.0,54.0,60.0,66.0,43.0,22.0,66.0,59.0,61.0,58.0,27.0,29.0,23.0
Adaílton,27,67,3000,Right,1.0,2.0,3.0,67.0,67.0,67.0,67.0,66.0,66.0,66.0,67.0,65.0,65.0,65.0,66.0,59.0,59.0,59.0,66.0,52.0,49.0,49.0,49.0,52.0,48.0,45.0,45.0,45.0,48.0,60.0,65.0,60.0,62.0,55.0,71.0,57.0,65.0,53.0,68.0,69.0,75.0,89.0,64.0,67.0,70.0,77.0,73.0,78.0,66.0,62.0,24.0,58.0,52.0,67.0,56.0,34.0,13.0,22.0
A. Bell,24,67,11000,Left,1.0,3.0,3.0,59.0,59.0,59.0,65.0,62.0,62.0,62.0,65.0,62.0,62.0,62.0,66.0,61.0,61.0,61.0,66.0,68.0,64.0,64.0,64.0,68.0,67.0,64.0,64.0,64.0,67.0,64.0,45.0,51.0,62.0,45.0,73.0,33.0,45.0,55.0,65.0,86.0,79.0,66.0,59.0,71.0,52.0,72.0,76.0,66.0,49.0,63.0,58.0,51.0,50.0,51.0,65.0,60.0,68.0,66.0
B. Galloway,22,67,20000,Left,1.0,3.0,2.0,54.0,54.0,54.0,58.0,56.0,56.0,56.0,58.0,58.0,58.0,58.0,59.0,60.0,60.0,60.0,59.0,66.0,66.0,66.0,66.0,66.0,67.0,67.0,67.0,67.0,67.0,54.0,30.0,61.0,69.0,32.0,49.0,36.0,34.0,55.0,68.0,71.0,77.0,72.0,63.0,63.0,51.0,64.0,65.0,67.0,40.0,62.0,60.0,43.0,49.0,44.0,60.0,64.0,70.0,70.0
F. Bravo,24,67,4000,Right,1.0,2.0,2.0,57.0,57.0,57.0,59.0,59.0,59.0,59.0,59.0,61.0,61.0,61.0,61.0,64.0,64.0,64.0,61.0,65.0,68.0,68.0,68.0,65.0,65.0,68.0,68.0,68.0,65.0,51.0,37.0,57.0,64.0,34.0,58.0,40.0,45.0,62.0,63.0,54.0,64.0,57.0,65.0,54.0,52.0,77.0,81.0,78.0,54.0,80.0,66.0,60.0,60.0,52.0,56.0,61.0,68.0,64.0
H. Belkebla,24,67,2000,Right,1.0,3.0,3.0,62.0,62.0,62.0,65.0,65.0,65.0,65.0,65.0,67.0,67.0,67.0,67.0,69.0,69.0,69.0,67.0,67.0,68.0,68.0,68.0,67.0,66.0,63.0,63.0,63.0,66.0,57.0,52.0,55.0,71.0,47.0,66.0,56.0,64.0,66.0,69.0,65.0,65.0,59.0,62.0,65.0,61.0,52.0,85.0,64.0,51.0,57.0,64.0,61.0,70.0,45.0,69.0,60.0,65.0,60.0
Y. Mutō,29,67,5000,Right,1.0,3.0,3.0,68.0,68.0,68.0,68.0,69.0,69.0,69.0,68.0,68.0,68.0,68.0,68.0,65.0,65.0,65.0,68.0,56.0,54.0,54.0,54.0,56.0,53.0,48.0,48.0,48.0,53.0,60.0,66.0,60.0,66.0,59.0,68.0,57.0,57.0,61.0,63.0,75.0,68.0,71.0,70.0,77.0,76.0,78.0,81.0,61.0,70.0,51.0,36.0,65.0,69.0,71.0,50.0,34.0,37.0,23.0
Yu Dabao,30,67,7000,Right,2.0,3.0,3.0,68.0,68.0,68.0,66.0,67.0,67.0,67.0,66.0,66.0,66.0,66.0,66.0,61.0,61.0,61.0,66.0,54.0,53.0,53.0,53.0,54.0,52.0,51.0,51.0,51.0,52.0,53.0,67.0,65.0,62.0,60.0,65.0,55.0,56.0,54.0,63.0,75.0,69.0,67.0,67.0,69.0,68.0,75.0,69.0,73.0,56.0,60.0,31.0,66.0,63.0,63.0,68.0,40.0,42.0,23.0
C. Noone,30,67,4000,Left,1.0,2.0,3.0,64.0,64.0,64.0,69.0,67.0,67.0,67.0,69.0,67.0,67.0,67.0,68.0,62.0,62.0,62.0,68.0,56.0,53.0,53.0,53.0,56.0,54.0,48.0,48.0,48.0,54.0,71.0,60.0,52.0,56.0,49.0,72.0,66.0,62.0,63.0,72.0,82.0,74.0,84.0,62.0,80.0,58.0,63.0,51.0,60.0,69.0,48.0,52.0,61.0,61.0,55.0,54.0,32.0,35.0,28.0
D. Kempe,32,67,3000,Left,1.0,3.0,2.0,57.0,57.0,57.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,58.0,61.0,61.0,61.0,61.0,61.0,67.0,66.0,66.0,66.0,67.0,67.0,69.0,69.0,69.0,67.0,60.0,25.0,62.0,62.0,31.0,60.0,57.0,49.0,58.0,61.0,62.0,78.0,58.0,66.0,59.0,68.0,76.0,75.0,77.0,56.0,76.0,65.0,49.0,52.0,52.0,65.0,61.0,66.0,69.0
J. Thomsen,36,67,3000,Right,1.0,4.0,2.0,56.0,56.0,56.0,59.0,58.0,58.0,58.0,59.0,60.0,60.0,60.0,61.0,63.0,63.0,63.0,61.0,68.0,68.0,68.0,68.0,68.0,67.0,68.0,68.0,68.0,67.0,66.0,28.0,43.0,65.0,50.0,53.0,61.0,62.0,62.0,63.0,58.0,65.0,62.0,71.0,70.0,67.0,86.0,69.0,71.0,55.0,77.0,68.0,58.0,56.0,41.0,68.0,68.0,67.0,69.0
Derik,25,67,4000,Right,1.0,3.0,2.0,57.0,57.0,57.0,59.0,58.0,58.0,58.0,59.0,60.0,60.0,60.0,62.0,63.0,63.0,63.0,62.0,67.0,68.0,68.0,68.0,67.0,67.0,68.0,68.0,68.0,67.0,52.0,41.0,66.0,62.0,45.0,57.0,41.0,39.0,63.0,64.0,66.0,72.0,71.0,65.0,66.0,52.0,72.0,78.0,70.0,31.0,65.0,72.0,47.0,63.0,51.0,64.0,62.0,66.0,65.0
S. Traut,33,67,1000,Right,1.0,2.0,2.0,59.0,59.0,59.0,61.0,60.0,60.0,60.0,61.0,60.0,60.0,60.0,63.0,61.0,61.0,61.0,63.0,68.0,66.0,66.0,66.0,68.0,68.0,67.0,67.0,67.0,68.0,69.0,37.0,55.0,66.0,57.0,60.0,67.0,47.0,57.0,66.0,70.0,75.0,62.0,65.0,66.0,66.0,72.0,68.0,72.0,43.0,65.0,64.0,52.0,48.0,40.0,62.0,67.0,67.0,63.0
J. Ryan,29,67,4000,Right,1.0,3.0,3.0,62.0,62.0,62.0,66.0,66.0,66.0,66.0,66.0,67.0,67.0,67.0,67.0,67.0,67.0,67.0,67.0,66.0,66.0,66.0,66.0,66.0,64.0,63.0,63.0,63.0,64.0,60.0,54.0,37.0,68.0,49.0,66.0,61.0,60.0,64.0,68.0,64.0,65.0,80.0,65.0,81.0,67.0,73.0,74.0,71.0,64.0,67.0,58.0,62.0,69.0,50.0,80.0,62.0,62.0,61.0
J. Morris,26,67,4000,Left,1.0,3.0,3.0,66.0,66.0,66.0,68.0,67.0,67.0,67.0,68.0,68.0,68.0,68.0,68.0,66.0,66.0,66.0,68.0,65.0,63.0,63.0,63.0,65.0,63.0,60.0,60.0,60.0,63.0,68.0,66.0,54.0,65.0,41.0,64.0,74.0,71.0,61.0,65.0,70.0,65.0,88.0,65.0,78.0,70.0,63.0,81.0,65.0,68.0,57.0,54.0,68.0,66.0,68.0,63.0,62.0,55.0,52.0
S. Goss,22,67,3000,Left,1.0,3.0,2.0,58.0,58.0,58.0,63.0,63.0,63.0,63.0,63.0,66.0,66.0,66.0,66.0,67.0,67.0,67.0,66.0,63.0,64.0,64.0,64.0,63.0,61.0,58.0,58.0,58.0,61.0,58.0,47.0,49.0,72.0,42.0,61.0,77.0,74.0,73.0,68.0,69.0,66.0,65.0,60.0,76.0,51.0,66.0,69.0,63.0,49.0,46.0,54.0,55.0,73.0,47.0,72.0,57.0,54.0,53.0
S. Aytaç,26,67,5000,Left,1.0,3.0,3.0,63.0,63.0,63.0,64.0,63.0,63.0,63.0,64.0,63.0,63.0,63.0,65.0,64.0,64.0,64.0,65.0,68.0,66.0,66.0,66.0,68.0,68.0,67.0,67.0,67.0,68.0,59.0,42.0,70.0,67.0,45.0,67.0,63.0,68.0,60.0,66.0,71.0,74.0,68.0,59.0,59.0,58.0,51.0,77.0,72.0,52.0,66.0,66.0,69.0,50.0,55.0,54.0,65.0,64.0,66.0
K. Miyoshi,21,67,3000,Left,1.0,4.0,3.0,61.0,61.0,61.0,68.0,66.0,66.0,66.0,68.0,67.0,67.0,67.0,67.0,60.0,60.0,60.0,67.0,57.0,51.0,51.0,51.0,57.0,55.0,46.0,46.0,46.0,55.0,58.0,57.0,37.0,65.0,58.0,71.0,67.0,50.0,52.0,69.0,92.0,87.0,85.0,64.0,86.0,62.0,83.0,64.0,52.0,64.0,43.0,26.0,42.0,64.0,56.0,57.0,38.0,35.0,44.0
J. Opoku,28,67,4000,Right,1.0,3.0,3.0,65.0,65.0,65.0,68.0,68.0,68.0,68.0,68.0,68.0,68.0,68.0,67.0,64.0,64.0,64.0,67.0,57.0,56.0,56.0,56.0,57.0,54.0,51.0,51.0,51.0,54.0,60.0,63.0,35.0,67.0,51.0,72.0,66.0,66.0,62.0,69.0,68.0,69.0,68.0,66.0,66.0,70.0,84.0,59.0,76.0,66.0,43.0,31.0,60.0,67.0,41.0,65.0,49.0,45.0,38.0
S. Sutter,32,67,3000,Right,1.0,3.0,2.0,62.0,62.0,62.0,64.0,63.0,63.0,63.0,64.0,64.0,64.0,64.0,66.0,66.0,66.0,66.0,66.0,69.0,68.0,68.0,68.0,69.0,68.0,67.0,67.0,67.0,68.0,67.0,54.0,58.0,68.0,47.0,59.0,54.0,34.0,62.0,65.0,63.0,63.0,70.0,68.0,67.0,49.0,73.0,89.0,80.0,53.0,67.0,62.0,62.0,62.0,34.0,66.0,64.0,64.0,64.0
R. Vloet,23,67,5000,Right,1.0,4.0,3.0,69.0,69.0,69.0,66.0,68.0,68.0,68.0,66.0,68.0,68.0,68.0,67.0,65.0,65.0,65.0,67.0,55.0,58.0,58.0,58.0,55.0,54.0,54.0,54.0,54.0,54.0,52.0,68.0,66.0,66.0,67.0,65.0,62.0,62.0,65.0,69.0,66.0,60.0,58.0,66.0,63.0,72.0,67.0,74.0,73.0,67.0,72.0,33.0,69.0,65.0,70.0,61.0,44.0,42.0,33.0
I. Depe,25,67,5000,Left,1.0,3.0,3.0,58.0,58.0,58.0,66.0,64.0,64.0,64.0,66.0,66.0,66.0,66.0,68.0,62.0,62.0,62.0,68.0,54.0,49.0,49.0,49.0,54.0,50.0,41.0,41.0,41.0,50.0,64.0,39.0,38.0,68.0,49.0,72.0,62.0,62.0,65.0,70.0,79.0,78.0,77.0,62.0,84.0,54.0,68.0,65.0,53.0,44.0,48.0,16.0,61.0,62.0,57.0,56.0,22.0,29.0,37.0
S. Campo,22,67,8000,Left,1.0,3.0,3.0,62.0,62.0,62.0,68.0,67.0,67.0,67.0,68.0,68.0,68.0,68.0,69.0,64.0,64.0,64.0,69.0,58.0,55.0,55.0,55.0,58.0,54.0,47.0,47.0,47.0,54.0,67.0,53.0,38.0,70.0,63.0,68.0,68.0,61.0,64.0,69.0,73.0,76.0,71.0,63.0,82.0,67.0,60.0,66.0,53.0,60.0,42.0,25.0,64.0,66.0,48.0,57.0,68.0,30.0,33.0
G. Gotti,24,67,3000,Right,1.0,3.0,2.0,68.0,68.0,68.0,65.0,66.0,66.0,66.0,65.0,63.0,63.0,63.0,64.0,56.0,56.0,56.0,64.0,48.0,44.0,44.0,44.0,48.0,45.0,40.0,40.0,40.0,45.0,48.0,71.0,61.0,61.0,48.0,69.0,54.0,56.0,52.0,68.0,72.0,72.0,61.0,52.0,54.0,68.0,40.0,64.0,60.0,66.0,37.0,16.0,71.0,39.0,70.0,48.0,33.0,22.0,21.0
Zhao Mingjian,30,67,5000,Right,1.0,3.0,3.0,63.0,63.0,63.0,65.0,64.0,64.0,64.0,65.0,64.0,64.0,64.0,66.0,64.0,64.0,64.0,66.0,67.0,66.0,66.0,66.0,67.0,67.0,67.0,67.0,67.0,67.0,67.0,48.0,65.0,66.0,44.0,64.0,64.0,35.0,62.0,58.0,75.0,70.0,67.0,65.0,72.0,59.0,68.0,74.0,71.0,56.0,69.0,64.0,68.0,59.0,32.0,50.0,63.0,66.0,61.0
V. Rennella,29,67,3000,Left,1.0,3.0,3.0,68.0,68.0,68.0,65.0,66.0,66.0,66.0,65.0,65.0,65.0,65.0,63.0,61.0,61.0,61.0,63.0,51.0,51.0,51.0,51.0,51.0,49.0,48.0,48.0,48.0,49.0,53.0,66.0,67.0,63.0,70.0,65.0,78.0,69.0,48.0,67.0,56.0,65.0,64.0,62.0,54.0,73.0,67.0,59.0,80.0,66.0,46.0,35.0,64.0,65.0,72.0,65.0,23.0,35.0,31.0
Nacho,25,67,4000,Right,1.0,3.0,3.0,66.0,66.0,66.0,68.0,66.0,66.0,66.0,68.0,65.0,65.0,65.0,67.0,59.0,59.0,59.0,67.0,52.0,48.0,48.0,48.0,52.0,48.0,44.0,44.0,44.0,48.0,72.0,67.0,55.0,59.0,63.0,71.0,73.0,46.0,59.0,72.0,77.0,74.0,68.0,53.0,72.0,66.0,65.0,52.0,63.0,60.0,51.0,20.0,58.0,58.0,75.0,55.0,48.0,23.0,21.0
Ícaro,29,67,2000,Right,1.0,3.0,2.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,45.0,46.0,46.0,46.0,45.0,58.0,59.0,59.0,59.0,58.0,61.0,67.0,67.0,67.0,61.0,27.0,17.0,62.0,48.0,25.0,40.0,21.0,20.0,30.0,56.0,60.0,65.0,63.0,64.0,64.0,37.0,86.0,58.0,71.0,17.0,64.0,67.0,28.0,32.0,32.0,58.0,68.0,68.0,64.0
A. Crawford,26,67,4000,Right,1.0,3.0,3.0,66.0,66.0,66.0,68.0,68.0,68.0,68.0,68.0,68.0,68.0,68.0,69.0,67.0,67.0,67.0,69.0,65.0,64.0,64.0,64.0,65.0,64.0,61.0,61.0,61.0,64.0,66.0,63.0,52.0,68.0,48.0,68.0,50.0,67.0,65.0,67.0,71.0,73.0,78.0,59.0,75.0,70.0,76.0,78.0,62.0,69.0,65.0,57.0,64.0,67.0,56.0,60.0,58.0,59.0,50.0
A. Ajeti,24,67,4000,Right,2.0,1.0,2.0,48.0,48.0,48.0,49.0,47.0,47.0,47.0,49.0,49.0,49.0,49.0,51.0,52.0,52.0,52.0,51.0,60.0,61.0,61.0,61.0,60.0,63.0,68.0,68.0,68.0,63.0,50.0,19.0,69.0,54.0,40.0,42.0,43.0,41.0,52.0,53.0,68.0,69.0,69.0,59.0,46.0,52.0,79.0,50.0,77.0,32.0,64.0,65.0,31.0,46.0,45.0,60.0,67.0,68.0,65.0
I. Vetokele,26,67,5000,Right,1.0,3.0,3.0,68.0,68.0,68.0,69.0,67.0,67.0,67.0,69.0,66.0,66.0,66.0,67.0,59.0,59.0,59.0,67.0,53.0,50.0,50.0,50.0,53.0,51.0,48.0,48.0,48.0,51.0,58.0,68.0,65.0,58.0,59.0,65.0,59.0,39.0,56.0,67.0,90.0,87.0,88.0,61.0,72.0,64.0,89.0,65.0,66.0,60.0,54.0,23.0,62.0,60.0,67.0,67.0,49.0,27.0,20.0
B. Aloé,24,67,2000,Right,1.0,3.0,2.0,46.0,46.0,46.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,45.0,49.0,49.0,49.0,45.0,59.0,61.0,61.0,61.0,59.0,61.0,67.0,67.0,67.0,61.0,37.0,27.0,60.0,47.0,32.0,32.0,31.0,37.0,45.0,61.0,41.0,58.0,37.0,58.0,62.0,42.0,64.0,66.0,73.0,29.0,65.0,64.0,33.0,27.0,50.0,57.0,70.0,71.0,68.0
