Hours Studied,Previous Scores,Extracurricular Activities,Sleep Hours,Sample Question Papers Practiced,Performance Index
4.2,43.0,No,7.0,9,29.96
9.0,92.7,No,8.9,1,70.21
1.4,53.4,No,5.8,2,24.02
5.6,72.7,No,4.3,2,50.23
1.7,78.0,Yes,5.0,6,46.67
2.2,49.9,Yes,8.5,5,31.51
4.5,97.6,Yes,7.5,6,68.07
5.1,68.8,No,8.0,1,37.42
3.1,43.4,Yes,4.6,6,24.72
3.5,95.3,No,4.7,6,67.28
1.7,74.6,Yes,4.6,7,35.29
3.4,81.3,No,8.3,2,46.04
8.7,71.0,No,5.0,6,58.15
8.6,89.2,No,7.2,9,62.52
3.7,42.0,No,6.6,9,26.19
5.6,55.8,No,6.7,2,44.69
8.3,67.7,No,5.0,5,52.99
1.0,44.5,No,7.2,7,20.51
7.5,81.6,No,4.2,5,59.23
8.6,63.2,No,9.0,3,48.08
1.7,56.1,Yes,4.1,1,33.78
2.3,40.2,No,4.3,7,18.18
8.7,82.5,Yes,5.6,8,64.26
5.3,89.2,Yes,8.2,6,55.36
1.1,63.3,No,5.3,7,32.3
3.1,73.3,Yes,6.4,9,47.17
4.6,53.4,Yes,4.1,2,38.08
6.5,76.7,Yes,4.4,5,50.57
6.9,40.7,No,7.0,3,33.74
9.0,68.8,No,5.0,2,52.64
3.3,78.0,No,7.5,3,37.87
5.3,94.2,No,7.9,4,58.24
5.3,62.5,No,8.3,2,37.51
4.2,85.1,Yes,4.7,2,58.4
2.4,75.3,Yes,6.3,8,48.64
8.8,94.7,No,8.7,3,70.34
7.8,63.5,Yes,7.9,3,32.53
5.0,58.8,Yes,4.6,4,31.66
5.8,92.3,No,6.5,5,64.49
2.8,42.9,No,8.6,3,26.76
5.4,48.0,Yes,6.2,6,33.01
6.6,44.9,No,8.2,3,34.1
5.1,89.7,No,6.5,8,60.47
8.9,40.6,No,4.5,4,37.37
5.9,90.8,No,4.7,5,58.64
4.0,66.6,Yes,4.2,3,43.75
7.2,40.2,No,5.0,5,37.5
2.4,63.7,No,8.5,7,34.28
4.1,51.0,No,7.3,3,26.33
3.8,76.8,No,7.7,3,42.84
4.5,80.1,No,7.1,1,48.02
7.3,68.8,No,5.9,2,49.79
4.9,42.4,Yes,5.1,4,32.51
7.4,78.7,No,8.6,9,65.14
5.6,89.7,No,6.6,3,59.32
3.7,82.5,No,6.4,5,51.32
7.5,89.0,No,9.0,9,74.47
2.9,51.8,Yes,5.9,4,30.45
2.8,92.4,Yes,8.3,4,57.82
5.0,59.0,No,8.3,6,42.4
3.1,40.8,Yes,5.2,7,25.66
1.1,89.8,Yes,4.5,6,48.96
6.2,95.6,No,8.9,4,69.85
5.1,78.7,No,6.1,7,52.62
4.6,53.7,No,4.0,3,31.2
8.7,54.9,No,6.5,3,41.8
5.6,67.5,No,7.1,7,49.57
7.9,93.0,No,7.9,6,66.46
2.1,48.8,Yes,8.7,2,27.5
5.6,88.7,Yes,8.6,1,58.56
7.9,57.2,No,8.7,6,45.74
5.7,87.7,No,4.2,9,55.07
6.7,94.3,Yes,7.6,3,61.24
4.0,65.2,Yes,5.1,9,41.34
1.7,61.5,No,4.9,6,29.03
4.7,87.3,No,8.0,4,57.28
4.2,71.2,No,6.1,2,50.68
7.9,80.4,No,8.6,9,61.66
3.0,76.7,No,4.2,5,42.58
8.7,49.0,No,8.0,5,41.11
8.7,89.8,Yes,4.7,2,68.97
3.0,51.6,No,4.9,5,31.04
3.8,95.0,No,6.4,6,58.75
8.2,54.8,Yes,6.0,2,38.92
8.7,83.3,Yes,6.4,1,57.81
4.5,56.8,No,8.7,6,39.43
3.6,58.7,No,7.3,9,40.18
5.2,58.3,No,5.5,9,42.31
6.5,84.1,Yes,4.9,9,65.04
3.2,72.9,No,6.1,5,38.23
6.9,92.1,No,6.3,1,62.0
1.4,58.1,Yes,7.0,3,31.11
1.4,80.8,No,5.3,8,41.68
4.1,84.4,Yes,7.8,9,55.3
3.8,48.9,No,4.5,4,31.7
3.5,63.6,No,6.8,3,32.56
4.9,68.5,No,7.1,2,52.71
3.6,61.0,No,5.0,5,38.74
2.5,59.0,No,8.1,2,31.37
3.5,80.5,No,7.1,9,51.01
8.8,52.7,No,7.2,9,51.88
4.3,81.9,Yes,6.5,3,49.68
4.6,95.2,No,8.5,4,58.63
5.6,73.3,Yes,7.5,9,60.54
8.9,76.1,Yes,5.9,1,55.59
2.9,44.1,Yes,5.2,7,28.49
6.5,91.0,Yes,4.4,2,57.53
6.7,56.8,No,4.8,9,46.09
5.9,76.3,No,9.0,3,53.73
1.7,97.8,Yes,6.0,6,63.38
6.4,75.1,No,8.5,5,49.77
1.5,82.8,No,4.9,2,36.19
5.8,66.3,No,6.1,9,47.77
6.9,43.6,Yes,8.8,3,33.38
2.7,87.1,Yes,4.5,6,51.97
7.7,42.1,Yes,7.0,9,43.15
1.2,81.3,Yes,8.6,8,57.31
7.8,41.4,No,8.7,5,34.88
4.7,90.9,No,8.2,6,50.48
2.7,49.3,Yes,8.3,3,27.69
2.1,70.3,Yes,7.3,5,42.19
8.6,75.2,Yes,5.1,6,56.17
1.6,67.0,No,7.7,3,35.55
2.6,60.1,Yes,8.9,2,34.75
3.8,67.6,No,6.6,9,45.91
6.0,58.4,No,5.3,7,45.82
5.4,65.8,Yes,6.9,4,45.02
2.0,61.2,No,7.5,3,34.29
3.3,73.4,No,5.0,4,35.36
2.9,54.0,No,7.6,9,31.09
2.7,98.3,No,6.9,9,59.38
4.3,69.6,No,7.1,6,41.06
6.6,51.5,Yes,5.5,9,43.39
2.7,68.1,Yes,4.8,9,41.97
3.9,91.1,No,7.1,6,55.33
4.1,41.3,No,6.9,5,30.4
8.8,80.1,Yes,5.7,3,61.6
8.6,72.3,No,5.5,1,48.65
7.4,50.0,No,5.7,4,36.59
2.9,88.2,Yes,6.4,1,53.16
1.5,61.8,No,8.9,1,31.07
3.5,57.3,No,7.8,6,40.95
3.1,88.9,No,8.3,5,56.84
5.0,77.7,No,6.5,7,50.88
7.2,93.0,Yes,6.6,1,69.55
7.9,77.2,No,5.0,1,59.84
7.8,83.7,No,7.6,8,56.92
3.9,89.4,No,6.1,6,55.67
6.5,43.2,Yes,7.7,8,35.97
3.5,85.8,No,6.0,6,51.41
1.5,76.2,No,4.5,6,37.8
6.6,44.1,Yes,4.9,7,33.27
1.1,70.0,No,8.1,2,38.13
4.3,44.9,No,5.3,3,22.45
3.6,83.4,Yes,5.3,4,51.34
6.5,72.2,No,8.6,1,43.58
7.1,96.3,Yes,7.3,9,77.27
3.4,50.8,Yes,4.6,9,34.71
7.5,75.8,Yes,4.7,4,58.75
3.4,52.5,Yes,5.4,1,30.09
4.6,76.2,Yes,7.0,1,46.24
6.8,82.6,No,7.8,6,59.8
6.5,82.6,Yes,5.4,2,62.21
8.9,88.1,No,8.4,1,60.65
2.8,90.4,No,4.5,2,39.44
6.3,44.6,No,5.0,7,31.95
5.9,60.3,No,8.9,4,37.75
8.3,80.5,No,4.7,7,65.47
2.3,69.4,No,8.4,7,40.55
7.0,51.2,Yes,7.5,4,44.3
5.5,72.6,No,4.4,2,45.91
3.2,64.0,No,6.4,9,41.22
4.8,63.0,Yes,6.6,3,41.99
3.7,87.8,No,8.7,1,57.03
5.6,64.0,No,6.1,8,47.1
8.1,41.6,Yes,6.2,4,41.85
5.6,43.4,No,4.6,9,38.15
6.1,90.5,No,7.2,8,63.07
5.1,96.7,No,5.1,7,63.21
1.4,80.6,No,4.4,9,44.34
2.9,61.5,No,9.0,2,39.38
4.9,95.4,Yes,5.3,4,57.64
3.5,79.1,No,4.7,5,44.16
2.5,89.8,Yes,7.5,5,52.42
5.0,85.2,No,8.1,1,48.14
3.6,62.4,Yes,4.3,9,39.44
3.1,68.2,Yes,4.5,9,48.66
4.7,51.0,No,4.5,5,35.75
2.1,57.2,No,4.2,3,26.91
8.4,85.9,Yes,7.3,8,71.63
7.9,92.7,No,6.9,7,77.21
6.7,82.7,No,7.3,5,59.48
1.8,67.4,Yes,6.5,1,40.68
7.2,45.1,Yes,8.1,7,43.82
7.5,43.4,No,6.7,1,31.99
7.1,62.1,No,8.6,1,45.13
1.9,67.4,Yes,6.4,9,43.58
6.2,75.9,No,8.0,6,50.94
7.7,40.4,No,6.0,7,25.99
5.6,98.4,Yes,6.2,2,60.32
6.2,61.5,Yes,8.2,8,39.88
4.7,90.0,Yes,4.5,7,56.6
5.2,71.6,No,6.8,5,40.91
1.3,47.7,Yes,7.6,8,31.28
6.1,87.1,Yes,7.8,2,53.98
1.7,81.9,No,7.0,6,48.02
4.5,71.1,Yes,6.2,4,49.13
3.3,70.4,No,5.3,7,46.1
5.4,45.2,Yes,8.5,6,27.75
2.1,78.7,No,5.8,6,49.02
6.5,93.8,Yes,8.0,5,67.97
7.4,45.5,Yes,4.2,5,41.08
2.3,55.5,No,5.2,2,35.08
1.8,93.2,No,5.7,7,56.6
2.2,56.8,No,7.4,7,28.29
8.0,78.6,No,5.6,8,63.44
5.2,71.6,No,4.2,4,39.86
4.7,75.2,No,4.9,9,50.85
1.9,64.5,No,5.3,3,30.86
6.2,57.7,No,4.9,3,39.5
7.9,42.9,No,5.0,2,28.15
7.6,83.9,No,7.8,7,57.57
6.0,84.0,Yes,6.1,2,54.16
1.6,79.6,Yes,6.0,7,45.37
1.9,78.0,Yes,8.8,3,42.26
1.4,54.4,No,6.2,1,30.21
3.1,41.3,No,8.6,8,28.99
2.1,87.7,No,5.5,8,53.02
3.1,69.0,Yes,6.0,1,37.26
4.1,58.1,Yes,6.0,6,33.19
8.5,46.0,No,6.7,4,39.84
5.9,43.7,No,6.9,5,39.93
7.7,60.6,Yes,5.2,8,51.44
6.7,87.5,No,8.0,8,68.23
1.9,94.2,No,6.5,7,59.42
6.9,92.9,Yes,4.0,5,67.32
3.2,94.3,No,7.0,6,58.03
6.1,93.6,No,8.0,8,62.06
3.7,71.1,No,5.3,5,42.25
9.0,52.9,Yes,4.2,3,43.35
3.1,87.1,Yes,8.0,9,58.26
3.2,52.6,Yes,8.9,9,31.24
8.4,55.8,Yes,4.4,1,41.48
1.2,53.8,No,8.7,7,30.94
6.6,70.4,Yes,5.8,4,47.87
6.8,59.0,No,8.7,6,42.02
7.7,49.1,Yes,7.2,7,40.52
8.8,66.7,No,8.5,8,55.72
8.8,91.6,No,7.9,5,59.6
1.5,73.7,No,4.1,5,35.67
7.6,91.8,Yes,4.3,6,70.87
6.2,51.6,Yes,6.6,7,42.41
6.2,49.9,Yes,4.6,5,39.4
2.0,74.0,Yes,6.3,5,35.15
6.2,67.3,Yes,8.8,4,47.46
8.9,79.0,Yes,5.5,1,58.55
8.3,86.9,No,6.4,7,67.9
4.5,84.3,No,5.9,7,59.29
1.3,95.6,Yes,7.1,6,58.63
3.9,63.5,No,5.0,2,34.09
7.6,52.2,Yes,5.3,2,38.3
6.6,72.5,No,8.3,6,58.8
4.7,46.5,No,8.1,9,33.59
1.4,57.0,No,7.9,5,25.68
4.4,52.3,Yes,7.9,7,36.81
4.8,63.4,Yes,6.3,2,45.94
8.4,46.6,Yes,7.6,6,39.75
6.1,41.9,No,5.9,6,30.91
3.5,78.8,No,4.5,6,44.13
5.2,76.0,No,6.0,6,54.62
1.5,81.8,No,4.8,4,44.17
8.8,79.0,No,6.0,5,64.41
3.9,46.7,No,5.5,4,34.4
4.8,57.2,No,7.0,6,32.91
3.8,47.6,Yes,5.8,9,31.18
6.5,89.7,No,7.5,5,60.27
6.3,84.1,Yes,6.6,5,59.58
6.7,51.9,Yes,8.6,3,42.3
3.1,60.1,Yes,4.5,7,35.86
3.5,97.0,No,7.4,5,56.24
2.0,75.1,No,7.4,2,43.41
6.2,87.3,Yes,8.8,9,67.36
1.3,55.6,No,5.9,5,29.27
5.8,52.4,No,5.5,7,30.12
8.0,86.3,No,4.9,7,69.02
8.1,80.5,No,5.3,8,62.86
4.6,80.2,No,6.5,4,49.74
4.7,72.6,No,8.2,7,45.85
1.6,73.3,Yes,5.4,3,36.53
6.4,83.4,Yes,4.8,9,58.01
7.6,55.9,No,5.4,8,38.04
3.0,60.8,Yes,4.5,9,36.11
4.4,91.4,Yes,8.6,2,50.94
7.7,58.2,No,8.4,4,45.51
8.0,72.2,Yes,5.5,1,48.3
2.9,81.5,Yes,5.2,8,54.15
5.4,99.0,No,8.5,4,57.86
2.5,65.7,No,4.0,4,40.34
1.8,65.3,No,7.0,7,40.44
8.3,89.7,No,8.6,6,63.52
7.6,87.5,No,6.5,3,61.07
7.1,83.1,Yes,4.0,8,58.67
1.4,67.3,Yes,5.1,2,36.33
7.7,59.1,Yes,8.6,1,52.79
4.5,75.9,No,4.1,2,49.77
3.7,91.7,No,6.0,9,56.2
5.4,92.1,No,7.9,5,61.35
1.7,46.4,No,8.2,5,30.53
7.1,65.3,Yes,6.4,6,52.75
5.7,67.4,No,5.2,3,48.11
2.5,97.7,No,7.0,1,56.04
2.5,80.0,No,5.3,8,48.1
2.5,64.0,No,5.3,7,37.03
1.5,41.5,No,8.0,8,18.33
5.7,73.4,No,4.8,9,49.32
7.7,45.7,No,4.0,2,31.31
1.1,89.2,Yes,5.7,5,47.76
1.4,84.4,Yes,6.5,2,45.2
5.6,67.2,Yes,7.5,8,49.74
7.6,65.3,Yes,7.9,4,51.81
3.6,92.9,No,7.3,4,58.58
3.8,57.0,No,7.1,8,36.29
5.8,54.7,No,7.3,7,43.73
3.2,95.4,No,5.4,1,57.73
1.2,87.7,No,5.9,7,50.3
6.9,88.4,Yes,7.1,3,59.81
6.0,51.5,No,4.3,5,40.44
5.6,48.5,No,5.5,8,38.71
6.9,41.5,No,6.0,6,36.94
6.4,54.0,No,6.7,8,48.6
2.6,85.7,Yes,6.4,5,53.93
3.8,54.2,No,7.6,9,43.58
2.0,83.0,No,6.4,6,46.59
2.0,54.9,No,8.5,9,31.9
6.4,63.3,No,5.9,4,49.17
7.9,98.0,No,6.6,2,63.78
8.7,54.4,Yes,4.0,8,56.48
6.0,62.2,Yes,5.6,5,50.32
2.5,57.8,Yes,8.3,2,32.62
1.8,46.5,Yes,5.7,6,30.87
7.5,68.9,No,5.3,3,52.25
5.6,62.3,Yes,6.7,1,36.31
5.9,81.0,No,4.4,6,51.76
7.3,88.2,No,6.7,8,66.28
6.6,72.1,Yes,5.5,1,49.98
7.7,41.9,No,5.9,3,39.33
1.4,76.5,No,8.0,6,43.73
7.0,43.3,No,7.3,3,28.66
7.8,76.4,No,6.2,7,56.25
3.3,80.4,Yes,6.9,6,53.5
6.1,51.7,No,7.8,9,34.35
3.5,88.3,No,7.7,6,49.03
8.7,93.8,No,4.9,7,68.99
1.3,88.0,No,5.5,2,48.46
5.6,58.0,Yes,5.7,4,40.03
2.3,74.6,Yes,4.9,5,44.92
6.7,94.0,No,4.1,2,61.37
2.4,58.9,No,4.9,7,33.35
2.9,88.4,No,8.0,4,49.04
5.0,40.6,Yes,6.7,9,36.47
8.3,40.2,Yes,5.7,8,35.09
2.7,84.8,Yes,7.0,9,53.21
2.2,84.9,Yes,7.7,8,56.9
7.1,86.5,No,5.8,5,57.86
5.0,94.9,No,6.3,9,57.94
8.3,47.0,Yes,4.3,5,32.67
2.2,53.7,Yes,7.0,8,36.0
6.2,93.3,Yes,5.8,4,66.36
2.9,50.5,No,6.2,5,27.52
2.3,80.3,No,6.1,4,39.35
6.5,71.3,No,7.2,2,47.83
5.7,44.9,No,6.9,4,36.98
7.0,56.8,Yes,6.1,5,39.56
3.5,70.7,Yes,4.1,6,48.28
4.6,90.3,No,7.1,4,49.89
4.2,81.7,No,8.4,4,46.67
8.9,76.7,No,7.8,6,61.57
3.3,69.3,No,8.9,7,47.86
3.4,57.6,No,4.7,7,41.33
3.8,47.0,Yes,5.1,4,33.52
5.5,64.1,No,6.7,5,50.16
3.0,41.7,No,5.2,3,22.76
8.3,52.5,Yes,4.2,5,41.96
3.1,65.5,No,6.0,5,43.26
8.2,64.7,No,5.4,4,55.06
1.8,42.6,Yes,5.3,6,27.29
6.3,74.8,No,8.8,5,55.44
8.3,72.4,Yes,5.2,8,64.64
2.3,44.6,Yes,4.6,2,23.97
8.7,95.6,Yes,4.6,6,72.32
4.6,45.9,Yes,8.0,2,33.29
8.6,90.4,Yes,7.6,6,71.92
6.4,40.0,Yes,4.6,4,35.15
3.4,92.1,No,5.1,1,51.08
2.5,41.2,Yes,7.7,6,29.0
3.4,84.7,No,5.4,3,52.38
1.7,61.3,Yes,8.9,7,37.68
2.2,83.6,No,6.7,3,42.59
1.8,63.7,Yes,5.0,4,39.46
4.4,44.2,Yes,8.3,9,29.65
7.4,85.3,Yes,5.6,7,60.09
2.1,44.2,No,5.4,4,22.9
2.0,94.4,No,5.6,2,40.57
6.1,43.0,Yes,7.8,5,40.98
2.6,68.3,Yes,4.9,8,42.32
1.8,82.7,Yes,5.9,2,50.67
2.3,63.2,Yes,4.2,9,46.34
8.4,52.8,No,8.1,5,44.3
7.6,84.8,No,5.7,6,67.28
3.8,86.3,No,5.2,7,49.8
6.2,94.4,Yes,6.9,9,70.47
5.3,62.2,No,7.5,7,42.28
6.4,69.9,Yes,8.1,4,53.68
6.5,61.4,Yes,5.7,5,49.33
6.0,55.2,No,8.1,3,38.16
3.1,84.3,Yes,6.3,1,50.42
1.3,60.0,No,4.5,3,32.28
4.6,65.3,No,8.2,1,40.61
8.1,63.8,Yes,6.7,5,61.96
5.6,82.0,No,7.0,7,55.97
7.7,94.1,Yes,8.7,9,79.44
8.9,79.3,Yes,6.8,4,66.94
2.3,67.8,No,4.0,1,26.44
6.5,86.0,No,8.4,7,67.83
6.4,77.8,Yes,5.4,3,58.04
8.8,43.6,No,6.5,1,37.1
8.9,45.6,No,5.0,4,41.28
6.5,42.2,Yes,5.5,9,39.44
2.9,67.0,No,7.4,6,45.82
7.4,88.7,No,6.1,6,62.31
1.9,58.5,No,7.1,7,39.52
7.2,62.7,Yes,8.1,1,41.92
8.3,93.7,No,5.7,5,61.14
4.1,89.4,Yes,6.8,4,58.59
6.0,79.2,No,7.9,4,59.05
4.4,55.7,No,7.6,7,37.46
4.5,46.9,Yes,6.7,2,21.12
3.5,40.9,Yes,5.9,5,20.18
7.1,46.3,No,6.0,7,40.29
8.5,57.3,No,6.2,3,45.41
8.5,72.6,Yes,5.7,2,60.38
2.4,43.8,No,7.5,1,21.35
8.0,48.0,No,4.6,5,36.71
6.9,50.7,Yes,8.8,5,42.93
3.0,77.3,Yes,7.9,4,50.85
1.5,76.3,No,5.5,8,48.65
3.1,72.5,Yes,4.2,2,40.7
8.3,54.8,Yes,7.6,4,46.6
6.1,61.9,Yes,7.7,5,48.99
6.8,45.7,No,8.8,9,37.08
3.1,53.4,Yes,5.3,3,33.61
6.8,93.0,No,4.4,1,59.3
1.2,97.8,No,8.6,4,53.07
4.0,78.2,Yes,5.3,6,50.36
6.0,94.1,No,7.6,7,65.65
2.2,77.9,No,4.3,4,49.75
7.6,42.0,No,7.8,4,33.58
2.9,98.8,Yes,4.6,6,57.97
6.2,45.8,No,7.5,1,37.63
4.2,80.3,Yes,6.7,5,53.71
5.8,54.9,Yes,8.8,3,42.85
1.9,63.1,No,4.2,8,31.48
1.1,78.1,Yes,5.5,5,43.37
8.3,65.8,No,4.3,7,55.72
3.2,54.8,Yes,8.4,8,34.32
7.6,59.7,Yes,7.0,8,52.93
9.0,60.2,No,6.7,2,47.03
2.7,96.6,Yes,4.7,2,52.07
3.1,87.1,No,6.4,5,55.71
6.3,67.1,No,6.0,3,50.34
8.7,51.8,Yes,5.6,1,42.93
8.3,87.8,No,7.9,8,69.87
5.0,49.3,Yes,4.3,6,40.44
7.4,52.4,Yes,7.2,3,40.06
2.1,61.6,No,8.1,8,38.21
8.8,91.9,Yes,8.5,1,66.38
8.7,47.8,Yes,7.7,3,38.37
2.3,47.2,No,5.4,9,26.89
3.4,69.1,No,7.0,6,38.08
1.8,56.3,No,4.7,1,27.67
3.2,73.6,No,4.6,9,43.01
7.5,66.6,No,7.2,7,46.7
4.0,65.7,No,8.3,1,41.54
1.7,46.6,No,4.3,1,22.48
3.7,48.3,No,4.5,5,27.83
8.9,88.4,Yes,6.8,4,70.44
6.0,92.3,No,5.1,8,60.67
4.3,53.8,No,7.1,2,31.07
2.3,46.7,No,5.1,6,27.31
8.9,43.2,No,4.6,8,45.48
7.6,75.9,Yes,6.7,1,52.91
3.3,82.2,Yes,8.3,3,47.29
1.6,62.0,No,7.4,1,33.8
1.5,80.1,Yes,8.1,7,49.48
2.0,82.1,No,5.3,1,42.67
5.6,95.2,Yes,8.4,9,73.02
8.4,43.8,No,5.9,8,48.91
5.0,51.3,No,8.3,3,35.41
7.7,44.0,Yes,6.4,4,35.67
4.6,91.2,No,5.3,9,62.47
6.7,86.8,No,5.3,6,57.37
6.9,73.9,Yes,6.8,5,59.68
2.4,44.9,No,4.4,5,20.89
3.9,56.1,No,8.7,1,31.89
6.1,57.6,Yes,5.4,1,35.88
1.6,73.1,No,5.7,3,38.16
3.9,55.2,Yes,5.2,2,33.9
5.3,44.3,Yes,4.0,1,31.66
9.0,83.1,No,7.5,5,64.76
4.8,57.6,No,7.0,3,36.94
7.5,66.7,No,8.0,7,50.36
4.5,47.5,Yes,4.2,8,33.1
7.4,87.4,Yes,8.6,6,60.02
5.8,73.4,Yes,5.7,5,56.76
8.1,93.2,No,8.6,5,68.2
4.3,69.2,No,4.5,1,46.44
5.8,95.5,No,7.7,6,64.32
6.0,92.6,Yes,6.9,6,57.12
4.3,74.0,No,5.8,3,43.17
2.2,95.1,No,4.4,4,52.39
1.7,59.1,No,7.0,4,31.08
1.1,61.6,Yes,4.1,6,35.44
8.0,42.7,No,6.5,8,40.28
2.9,74.8,No,7.0,9,45.75
2.7,82.6,No,7.7,9,47.89
6.9,85.6,Yes,9.0,5,61.06
3.6,48.8,No,5.3,8,34.14
5.0,66.2,Yes,5.6,8,50.92
2.3,50.4,Yes,5.7,4,25.3
8.7,79.1,No,7.7,4,64.43
7.8,49.3,No,8.7,3,42.26
7.9,93.3,No,8.9,5,64.78
4.3,53.6,Yes,8.7,8,40.18
7.1,57.2,No,8.4,8,48.3
2.2,90.2,No,9.0,9,51.02
1.1,67.0,Yes,5.9,1,27.12
1.2,41.4,No,8.7,4,21.34
5.7,69.2,No,7.8,6,46.85
4.6,45.0,No,4.8,5,35.59
5.1,98.1,Yes,4.2,4,70.02
1.1,74.7,No,5.1,3,38.79
4.4,55.1,Yes,7.9,2,39.1
6.7,73.3,Yes,7.2,9,53.28
4.5,44.5,Yes,5.1,3,23.7
6.9,87.2,Yes,7.7,4,61.68
2.9,94.6,No,4.7,1,46.45
7.5,91.6,No,8.1,1,63.99
5.7,60.2,No,8.0,9,42.62
2.7,59.2,Yes,8.9,4,36.25
2.9,42.1,No,4.8,4,21.88
6.0,78.4,No,8.5,6,57.88
7.6,71.6,No,5.7,2,52.22
4.3,67.1,No,6.1,6,41.69
3.1,93.6,Yes,6.3,7,52.96
7.9,49.9,No,7.1,1,39.09
6.4,40.6,Yes,9.0,8,29.75
4.6,44.3,No,7.0,6,35.64
4.9,53.2,No,8.6,9,41.93
2.6,42.0,No,5.3,4,25.44
6.0,69.7,No,6.0,2,41.96
3.9,58.5,No,6.5,9,41.03
9.0,50.6,Yes,5.6,8,45.28
4.8,84.3,No,8.9,2,53.41
4.9,52.1,No,7.6,8,33.91
5.5,80.6,Yes,6.4,8,57.28
8.3,60.6,Yes,7.8,5,45.29
7.4,70.2,Yes,6.3,7,54.63
4.6,95.1,No,4.1,7,54.24
6.7,42.2,No,6.7,4,40.07
5.7,69.5,Yes,7.1,6,50.73
4.9,90.4,No,8.9,6,59.98
2.5,74.7,No,4.2,6,45.35
4.7,56.3,Yes,6.6,9,36.71
3.0,63.5,No,4.5,2,30.77
8.3,80.1,Yes,4.7,8,65.8
3.7,92.6,No,7.1,8,59.61
8.6,42.4,Yes,5.2,1,33.48
5.3,44.2,Yes,7.7,2,33.48
6.1,59.2,Yes,6.6,4,44.18
5.3,53.7,Yes,5.1,5,40.16
2.0,55.6,No,6.5,5,31.61
4.0,53.1,Yes,4.0,6,32.03
1.8,51.6,No,8.3,7,29.04
6.0,47.7,Yes,4.1,1,25.08
4.6,95.1,No,4.0,7,58.67
7.2,48.5,No,7.1,6,38.81
2.8,52.1,No,8.9,5,33.2
2.3,54.5,Yes,8.3,6,35.17
4.3,95.0,No,5.3,8,58.15
8.4,84.6,Yes,5.0,6,61.98
6.7,86.6,Yes,7.1,5,67.24
4.4,46.2,No,8.1,6,30.46
5.1,89.3,No,5.8,9,61.43
1.7,64.1,No,6.2,1,34.04
8.9,55.5,No,4.6,3,44.41
6.3,74.0,No,4.8,3,48.91
3.3,88.5,No,6.8,9,54.99
5.7,85.9,No,4.5,3,52.95
1.9,92.5,No,5.0,6,52.57
8.7,94.8,No,5.2,9,65.65
2.4,54.0,Yes,6.2,5,29.97
6.2,65.0,Yes,4.2,9,52.02
3.0,40.9,No,6.5,9,28.42
6.7,91.9,Yes,8.6,6,72.38
7.2,49.1,Yes,4.1,8,45.41
6.4,90.8,No,7.2,9,67.16
5.9,59.4,No,8.2,9,46.04
8.1,61.7,No,5.6,8,49.18
1.6,42.3,Yes,4.7,4,23.03
3.6,59.3,Yes,4.2,8,40.57
3.0,92.4,Yes,7.2,2,52.4
8.9,41.5,No,6.8,3,33.8
4.1,64.0,No,5.1,9,42.72
6.9,41.9,No,8.2,4,38.35
6.5,61.9,Yes,7.7,2,44.94
2.7,50.2,No,5.4,3,26.52
2.9,54.9,No,7.8,7,35.61
3.3,91.8,Yes,5.2,9,60.91
4.3,65.7,No,7.4,7,44.7
2.9,56.2,No,4.6,8,33.95
1.2,74.8,No,7.5,3,36.11
8.0,48.4,No,5.2,7,45.82
8.7,55.3,No,6.9,1,41.83
3.7,72.2,No,4.9,6,50.7
3.7,54.0,No,7.6,3,32.75
1.1,80.1,No,4.3,2,39.22
6.4,69.0,Yes,4.8,4,52.17
7.6,85.5,No,4.9,9,61.89
2.2,95.9,No,4.2,6,56.78
2.3,46.8,No,7.7,9,29.54
7.3,59.7,Yes,8.9,8,52.25
5.9,58.9,Yes,7.9,5,41.06
1.4,48.9,Yes,8.3,8,26.2
6.0,87.8,Yes,4.0,2,50.02
3.5,84.8,Yes,4.6,8,52.48
3.9,68.6,No,6.8,1,37.5
7.2,71.7,No,8.9,3,49.22
7.5,43.5,No,7.3,7,37.89
4.2,72.8,No,5.9,4,44.98
8.6,86.7,No,4.7,7,67.95
4.3,73.9,No,4.8,1,44.91
7.2,55.7,Yes,5.8,7,48.36
4.9,79.4,Yes,7.6,3,54.51
8.2,61.3,No,4.2,2,46.61
8.3,72.1,Yes,8.3,9,61.17
1.7,68.8,No,8.7,2,39.31
8.5,62.5,Yes,8.4,3,53.77
7.6,82.4,No,8.6,3,53.36
7.3,92.1,No,4.1,4,62.75
2.6,40.3,No,8.9,7,17.64
7.4,95.1,Yes,5.8,7,62.79
7.8,70.2,Yes,8.3,9,56.61
3.3,81.3,No,4.9,8,49.95
8.6,90.5,No,6.2,6,66.43
1.4,67.6,No,4.2,6,28.42
2.2,89.3,No,4.2,5,52.84
5.3,50.5,No,8.7,2,30.8
5.6,49.4,No,8.1,6,38.63
6.2,78.8,No,6.6,6,52.42
1.1,91.3,Yes,6.6,5,48.8
8.7,92.7,Yes,7.7,6,73.43
1.4,78.0,No,5.7,5,40.07
2.1,71.0,No,7.8,4,39.97
1.1,59.6,No,6.4,3,29.59
5.5,97.8,Yes,7.2,1,57.0
8.5,58.9,Yes,8.8,4,51.6
6.3,83.9,No,6.4,9,57.16
7.6,71.4,Yes,6.1,7,51.88
1.1,75.9,No,8.5,7,39.41
5.3,63.2,Yes,8.5,7,50.03
